Fri Dec  5 18:10:01 UTC 2025 | CPU : 0.0% | MEM : 6.74613% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:37:18 UTC 2025 | CPU : 0.0% | MEM : 6.81718% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:37:20 UTC 2025 | CPU : 0.0% | MEM : 6.84311% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:37:21 UTC 2025 | CPU : 0.0% | MEM : 6.85285% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:37:23 UTC 2025 | CPU : 0.0% | MEM : 6.83687% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:37:26 UTC 2025 | CPU : 0.0% | MEM : 6.83481% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:37:27 UTC 2025 | CPU : 0.0% | MEM : 6.82738% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:37:29 UTC 2025 | CPU : 0.0% | MEM : 6.81688% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:37:31 UTC 2025 | CPU : 0.0% | MEM : 6.79899% | DISK : 1% | LATENCY : 19.2 msms
Fri Dec  5 18:37:32 UTC 2025 | CPU : 0.0% | MEM : 6.82311% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:37:34 UTC 2025 | CPU : 0.0% | MEM : 6.81386% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:37:36 UTC 2025 | CPU : 0.0% | MEM : 6.8326% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:37:37 UTC 2025 | CPU : 0.0% | MEM : 6.81617% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 18:37:39 UTC 2025 | CPU : 0.0% | MEM : 6.81874% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:37:42 UTC 2025 | CPU : 0.0% | MEM : 6.84753% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:37:42 UTC 2025 | CPU : 0.0% | MEM : 6.82361% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:37:45 UTC 2025 | CPU : 0.0% | MEM : 6.83522% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:37:47 UTC 2025 | CPU : 0.0% | MEM : 6.84858% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:37:48 UTC 2025 | CPU : 0.0% | MEM : 6.84883% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:37:50 UTC 2025 | CPU : 0.0% | MEM : 6.81527% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:37:52 UTC 2025 | CPU : 0.0% | MEM : 6.82863% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:37:53 UTC 2025 | CPU : 0.6% | MEM : 6.80723% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:37:55 UTC 2025 | CPU : 0.0% | MEM : 6.8321% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:37:58 UTC 2025 | CPU : 0.0% | MEM : 6.82311% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:37:58 UTC 2025 | CPU : 0.6% | MEM : 6.81266% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:38:00 UTC 2025 | CPU : 0.6% | MEM : 6.81276% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 18:38:03 UTC 2025 | CPU : 0.0% | MEM : 6.82743% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:38:04 UTC 2025 | CPU : 0.0% | MEM : 6.81341% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:38:06 UTC 2025 | CPU : 0.0% | MEM : 6.81954% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:38:08 UTC 2025 | CPU : 0.0% | MEM : 6.82537% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:38:09 UTC 2025 | CPU : 0.0% | MEM : 6.83371% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:38:11 UTC 2025 | CPU : 0.0% | MEM : 6.81723% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 18:38:13 UTC 2025 | CPU : 0.0% | MEM : 6.83049% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 18:38:14 UTC 2025 | CPU : 0.0% | MEM : 6.82512% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:38:16 UTC 2025 | CPU : 0.0% | MEM : 6.78718% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:38:19 UTC 2025 | CPU : 0.0% | MEM : 6.79432% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:38:19 UTC 2025 | CPU : 0.0% | MEM : 6.81185% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:38:22 UTC 2025 | CPU : 0.0% | MEM : 6.79321% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:38:24 UTC 2025 | CPU : 0.0% | MEM : 6.81582% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:38:25 UTC 2025 | CPU : 0.6% | MEM : 6.81311% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:38:27 UTC 2025 | CPU : 0.0% | MEM : 6.79673% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:38:29 UTC 2025 | CPU : 0.0% | MEM : 6.80165% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:38:30 UTC 2025 | CPU : 0.0% | MEM : 6.79869% | DISK : 1% | LATENCY : 19.3 msms
Fri Dec  5 18:38:32 UTC 2025 | CPU : 0.0% | MEM : 6.80251% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:38:35 UTC 2025 | CPU : 0.0% | MEM : 6.80768% | DISK : 1% | LATENCY : 18.8 msms
Fri Dec  5 18:38:35 UTC 2025 | CPU : 0.0% | MEM : 6.81748% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:38:37 UTC 2025 | CPU : 0.0% | MEM : 6.83004% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:38:40 UTC 2025 | CPU : 0.0% | MEM : 6.79758% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:38:41 UTC 2025 | CPU : 0.0% | MEM : 6.80165% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:38:43 UTC 2025 | CPU : 0.0% | MEM : 6.82019% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:38:45 UTC 2025 | CPU : 0.0% | MEM : 6.83592% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 18:38:46 UTC 2025 | CPU : 0.0% | MEM : 6.82557% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:38:48 UTC 2025 | CPU : 0.0% | MEM : 6.82461% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:38:51 UTC 2025 | CPU : 0.0% | MEM : 6.81411% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:38:51 UTC 2025 | CPU : 0.0% | MEM : 6.81803% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:38:53 UTC 2025 | CPU : 0.0% | MEM : 6.82984% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:38:56 UTC 2025 | CPU : 0.0% | MEM : 6.80718% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 18:38:56 UTC 2025 | CPU : 0.0% | MEM : 6.81703% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:38:59 UTC 2025 | CPU : 0.0% | MEM : 6.82688% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:39:01 UTC 2025 | CPU : 0.0% | MEM : 6.83311% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:39:02 UTC 2025 | CPU : 0.0% | MEM : 6.82683% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:39:04 UTC 2025 | CPU : 0.0% | MEM : 6.81768% | DISK : 1% | LATENCY : 19.2 msms
Fri Dec  5 18:39:06 UTC 2025 | CPU : 0.0% | MEM : 6.79381% | DISK : 1% | LATENCY : 18.9 msms
Fri Dec  5 18:39:07 UTC 2025 | CPU : 0.0% | MEM : 6.80612% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:39:09 UTC 2025 | CPU : 0.0% | MEM : 6.78894% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:39:12 UTC 2025 | CPU : 0.0% | MEM : 6.78909% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:39:12 UTC 2025 | CPU : 0.0% | MEM : 6.80396% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:39:15 UTC 2025 | CPU : 0.0% | MEM : 6.82652% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:39:17 UTC 2025 | CPU : 0.0% | MEM : 6.81296% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:39:18 UTC 2025 | CPU : 0.0% | MEM : 6.8113% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:39:20 UTC 2025 | CPU : 0.0% | MEM : 6.82773% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:39:22 UTC 2025 | CPU : 0.0% | MEM : 6.82863% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:39:23 UTC 2025 | CPU : 0.0% | MEM : 6.81009% | DISK : 1% | LATENCY : 18.7 msms
Fri Dec  5 18:39:25 UTC 2025 | CPU : 0.0% | MEM : 6.82019% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:39:28 UTC 2025 | CPU : 0.0% | MEM : 6.81848% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:39:28 UTC 2025 | CPU : 0.0% | MEM : 6.80849% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:39:30 UTC 2025 | CPU : 0.0% | MEM : 6.81135% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:39:33 UTC 2025 | CPU : 0.0% | MEM : 6.81155% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:39:33 UTC 2025 | CPU : 0.0% | MEM : 6.8106% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:39:36 UTC 2025 | CPU : 0.0% | MEM : 6.80266% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:39:38 UTC 2025 | CPU : 0.0% | MEM : 6.81316% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:39:39 UTC 2025 | CPU : 0.0% | MEM : 6.81592% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:39:41 UTC 2025 | CPU : 0.0% | MEM : 6.80678% | DISK : 1% | LATENCY : 18.6 msms
Fri Dec  5 18:39:44 UTC 2025 | CPU : 0.0% | MEM : 6.81271% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:39:44 UTC 2025 | CPU : 0.0% | MEM : 6.78713% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:39:46 UTC 2025 | CPU : 0.0% | MEM : 6.79894% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:39:49 UTC 2025 | CPU : 0.0% | MEM : 6.80919% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:39:49 UTC 2025 | CPU : 0.0% | MEM : 6.82276% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:39:52 UTC 2025 | CPU : 0.0% | MEM : 6.79693% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:39:54 UTC 2025 | CPU : 0.0% | MEM : 6.80648% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:39:55 UTC 2025 | CPU : 0.0% | MEM : 6.79984% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:39:57 UTC 2025 | CPU : 0.0% | MEM : 6.8124% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:39:59 UTC 2025 | CPU : 0.0% | MEM : 6.79768% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:40:00 UTC 2025 | CPU : 0.0% | MEM : 6.80844% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:40:02 UTC 2025 | CPU : 0.0% | MEM : 6.81065% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:40:05 UTC 2025 | CPU : 0.0% | MEM : 6.81165% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:40:05 UTC 2025 | CPU : 0.0% | MEM : 6.81331% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:40:07 UTC 2025 | CPU : 0.0% | MEM : 6.82286% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:40:10 UTC 2025 | CPU : 0.0% | MEM : 6.8014% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:40:11 UTC 2025 | CPU : 0.6% | MEM : 6.81467% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:40:13 UTC 2025 | CPU : 0.0% | MEM : 6.78859% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:40:15 UTC 2025 | CPU : 0.0% | MEM : 6.79381% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:40:16 UTC 2025 | CPU : 0.0% | MEM : 6.81753% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:40:18 UTC 2025 | CPU : 0.0% | MEM : 6.79999% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:40:21 UTC 2025 | CPU : 0.0% | MEM : 6.80959% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:40:21 UTC 2025 | CPU : 0.0% | MEM : 6.80115% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:40:23 UTC 2025 | CPU : 0.0% | MEM : 6.81899% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:40:26 UTC 2025 | CPU : 0.0% | MEM : 6.8221% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:40:26 UTC 2025 | CPU : 0.0% | MEM : 6.81165% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:40:29 UTC 2025 | CPU : 0.0% | MEM : 6.81421% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:40:31 UTC 2025 | CPU : 0.0% | MEM : 6.81567% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:40:32 UTC 2025 | CPU : 0.0% | MEM : 6.80999% | DISK : 1% | LATENCY : 18.2 msms
Fri Dec  5 18:40:34 UTC 2025 | CPU : 0.0% | MEM : 6.81446% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:40:36 UTC 2025 | CPU : 0.0% | MEM : 6.80683% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:40:37 UTC 2025 | CPU : 0.0% | MEM : 6.81909% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:40:39 UTC 2025 | CPU : 0.0% | MEM : 6.80381% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:40:42 UTC 2025 | CPU : 0.0% | MEM : 6.81165% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:40:42 UTC 2025 | CPU : 0.0% | MEM : 6.80909% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:40:45 UTC 2025 | CPU : 0.6% | MEM : 6.80537% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:40:47 UTC 2025 | CPU : 0.0% | MEM : 6.81678% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:40:48 UTC 2025 | CPU : 0.0% | MEM : 6.8121% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:40:50 UTC 2025 | CPU : 0.6% | MEM : 6.80627% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:40:52 UTC 2025 | CPU : 0.0% | MEM : 6.81045% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:40:53 UTC 2025 | CPU : 0.0% | MEM : 6.81698% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:40:55 UTC 2025 | CPU : 0.0% | MEM : 6.8208% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:40:58 UTC 2025 | CPU : 0.0% | MEM : 6.831% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 18:40:58 UTC 2025 | CPU : 0.0% | MEM : 6.81457% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 18:41:00 UTC 2025 | CPU : 0.6% | MEM : 6.80919% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:41:03 UTC 2025 | CPU : 0.0% | MEM : 6.80833% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:41:03 UTC 2025 | CPU : 0.0% | MEM : 6.81969% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:41:06 UTC 2025 | CPU : 0.0% | MEM : 6.78984% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:41:08 UTC 2025 | CPU : 0.6% | MEM : 6.79864% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:41:09 UTC 2025 | CPU : 0.6% | MEM : 6.79954% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:41:11 UTC 2025 | CPU : 0.0% | MEM : 6.79105% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:41:14 UTC 2025 | CPU : 0.0% | MEM : 6.79391% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:41:14 UTC 2025 | CPU : 0.0% | MEM : 6.82291% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:41:16 UTC 2025 | CPU : 0.0% | MEM : 6.82818% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:41:19 UTC 2025 | CPU : 0.0% | MEM : 6.80145% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:41:19 UTC 2025 | CPU : 0.0% | MEM : 6.802% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:41:22 UTC 2025 | CPU : 0.6% | MEM : 6.79859% | DISK : 1% | LATENCY : 18.7 msms
Fri Dec  5 18:41:24 UTC 2025 | CPU : 0.0% | MEM : 6.79251% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:41:25 UTC 2025 | CPU : 0.0% | MEM : 6.81843% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:41:27 UTC 2025 | CPU : 0.0% | MEM : 6.81823% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:41:29 UTC 2025 | CPU : 0.0% | MEM : 6.80864% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:41:30 UTC 2025 | CPU : 0.0% | MEM : 6.80205% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:41:32 UTC 2025 | CPU : 0.0% | MEM : 6.80085% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:41:35 UTC 2025 | CPU : 0.0% | MEM : 6.79025% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:41:35 UTC 2025 | CPU : 0.0% | MEM : 6.79276% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:41:37 UTC 2025 | CPU : 0.0% | MEM : 6.80803% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:41:40 UTC 2025 | CPU : 0.0% | MEM : 6.81552% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:41:40 UTC 2025 | CPU : 0.0% | MEM : 6.81567% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:41:43 UTC 2025 | CPU : 0.0% | MEM : 6.81693% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 18:41:45 UTC 2025 | CPU : 0.0% | MEM : 6.81984% | DISK : 1% | LATENCY : 18.2 msms
Fri Dec  5 18:41:46 UTC 2025 | CPU : 0.0% | MEM : 6.82567% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:41:48 UTC 2025 | CPU : 0.0% | MEM : 6.82894% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:41:51 UTC 2025 | CPU : 0.0% | MEM : 6.79658% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:41:51 UTC 2025 | CPU : 0.0% | MEM : 6.811% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:41:53 UTC 2025 | CPU : 0.0% | MEM : 6.80025% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:41:56 UTC 2025 | CPU : 0.0% | MEM : 6.82889% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:41:56 UTC 2025 | CPU : 0.0% | MEM : 6.80457% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 18:41:59 UTC 2025 | CPU : 0.6% | MEM : 6.79803% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:42:01 UTC 2025 | CPU : 0.0% | MEM : 6.80366% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:42:02 UTC 2025 | CPU : 0.0% | MEM : 6.80974% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:42:04 UTC 2025 | CPU : 0.0% | MEM : 6.80854% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:42:07 UTC 2025 | CPU : 0.0% | MEM : 6.80763% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 18:42:07 UTC 2025 | CPU : 0.0% | MEM : 6.80165% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 18:42:09 UTC 2025 | CPU : 0.0% | MEM : 6.83336% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:42:12 UTC 2025 | CPU : 0.6% | MEM : 6.81592% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:42:12 UTC 2025 | CPU : 0.0% | MEM : 6.82286% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:42:14 UTC 2025 | CPU : 0.6% | MEM : 6.81024% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:42:17 UTC 2025 | CPU : 0.0% | MEM : 6.82316% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:42:17 UTC 2025 | CPU : 0.0% | MEM : 6.79371% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:42:20 UTC 2025 | CPU : 0.0% | MEM : 6.81316% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:42:22 UTC 2025 | CPU : 0.0% | MEM : 6.8224% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:42:23 UTC 2025 | CPU : 0.0% | MEM : 6.81572% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:42:25 UTC 2025 | CPU : 0.0% | MEM : 6.82426% | DISK : 1% | LATENCY : 18.1 msms
Fri Dec  5 18:42:28 UTC 2025 | CPU : 0.0% | MEM : 6.83416% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:42:28 UTC 2025 | CPU : 0.0% | MEM : 6.8319% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:42:30 UTC 2025 | CPU : 0.0% | MEM : 6.82286% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:42:33 UTC 2025 | CPU : 0.0% | MEM : 6.82637% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:42:33 UTC 2025 | CPU : 0.0% | MEM : 6.83225% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:42:36 UTC 2025 | CPU : 0.0% | MEM : 6.8313% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:42:38 UTC 2025 | CPU : 0.0% | MEM : 6.81291% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:42:39 UTC 2025 | CPU : 0.0% | MEM : 6.80597% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:42:41 UTC 2025 | CPU : 0.0% | MEM : 6.80316% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:42:44 UTC 2025 | CPU : 0.0% | MEM : 6.81632% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:42:44 UTC 2025 | CPU : 0.0% | MEM : 6.80336% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:42:46 UTC 2025 | CPU : 0.0% | MEM : 6.81688% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:42:49 UTC 2025 | CPU : 0.0% | MEM : 6.82562% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:42:49 UTC 2025 | CPU : 0.0% | MEM : 6.83577% | DISK : 1% | LATENCY : 18.4 msms
Fri Dec  5 18:42:52 UTC 2025 | CPU : 0.0% | MEM : 6.81999% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:42:54 UTC 2025 | CPU : 0.0% | MEM : 6.83743% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:42:54 UTC 2025 | CPU : 0.0% | MEM : 6.843% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 18:42:57 UTC 2025 | CPU : 0.0% | MEM : 6.8212% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:42:59 UTC 2025 | CPU : 0.0% | MEM : 6.8317% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 18:43:00 UTC 2025 | CPU : 0.0% | MEM : 6.82647% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:43:02 UTC 2025 | CPU : 0.0% | MEM : 6.84903% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 18:43:05 UTC 2025 | CPU : 0.0% | MEM : 6.8327% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 18:43:05 UTC 2025 | CPU : 0.6% | MEM : 6.84009% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:43:07 UTC 2025 | CPU : 0.0% | MEM : 6.81462% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:43:10 UTC 2025 | CPU : 0.0% | MEM : 6.83085% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:43:10 UTC 2025 | CPU : 0.6% | MEM : 6.8221% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 18:43:13 UTC 2025 | CPU : 0.0% | MEM : 6.81848% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:43:15 UTC 2025 | CPU : 0.6% | MEM : 6.82461% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 18:43:16 UTC 2025 | CPU : 0.0% | MEM : 6.8222% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 18:43:18 UTC 2025 | CPU : 0.0% | MEM : 6.84014% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:43:21 UTC 2025 | CPU : 0.0% | MEM : 6.83321% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 18:43:21 UTC 2025 | CPU : 0.6% | MEM : 6.83914% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 18:43:23 UTC 2025 | CPU : 0.0% | MEM : 6.80743% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:43:26 UTC 2025 | CPU : 0.0% | MEM : 6.81743% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 18:43:26 UTC 2025 | CPU : 0.0% | MEM : 6.81693% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 18:43:29 UTC 2025 | CPU : 0.0% | MEM : 6.80462% | DISK : 1% | LATENCY : 17.9 msms
